ID	Year	Source	MST-14	MST-43	MST-50	MST-83	MST-93	MST-189
SRR10278400	2019	Turkey	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10294266	2019	Human	cluster_55	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10298103	2019	Human	singleton_112	cluster_9	cluster_7	cluster_3	cluster_2	cluster_1
SRR10298104	2019	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10322543	2019	Human	cluster_18	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR10336449	2019	Human	singleton_99	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR10346348	2019	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10348616	2019	Turkey	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10360431	2019	Human	singleton_253	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10363901	2019	Swine	cluster_84	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR10393105	2019	Human	singleton_16	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR10396460	2019	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10396523	2019	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10397957	2019	Human	singleton_34	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR10398026	2019	Human	cluster_76	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR10403576	2019	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10403614	2019	Human	cluster_87	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR10405347	2019	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10429207	2019	Human	cluster_57	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10435110	2019	Turkey	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10444644	2019	Human	cluster_24	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR10480648	2019	Swine	cluster_63	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10480650	2019	Swine	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10484632	2019	Human	cluster_63	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10489380	2019	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10489397	2019	Human	cluster_11	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR10500073	2019	Human	cluster_8	cluster_9	cluster_7	cluster_3	cluster_2	cluster_1
SRR10500383	2019	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10504957	2019	Human	cluster_85	cluster_9	cluster_7	cluster_3	cluster_2	cluster_1
SRR10513624	2019	Human	cluster_77	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR10532843	2019	Human	singleton_141	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10533118	2019	Human	cluster_11	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR10541955	2019	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10546791	2019	Swine	cluster_2	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR10571080	2019	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10574378	2019	Swine	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10615880	2019	Human	singleton_41	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR10664303	2019	Turkey	cluster_57	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10664437	2019	Human	singleton_270	cluster_9	cluster_7	cluster_3	cluster_2	cluster_1
SRR10666325	2019	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10671628	2019	Human	cluster_11	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR10688323	2019	Human	singleton_238	cluster_3	cluster_3	cluster_3	cluster_2	cluster_1
SRR10690644	2019	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10691605	2019	Bovine	cluster_15	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR10691619	2019	Turkey	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10708483	2019	Swine	cluster_55	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10708498	2019	Swine	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10718317	2019	Human	singleton_80	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10718401	2019	Human	cluster_85	cluster_9	cluster_7	cluster_3	cluster_2	cluster_1
SRR10724791	2019	Human	singleton_13	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR10734047	2019	Swine	cluster_84	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR10734262	2019	Swine	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10741193	2019	Swine	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10741194	2019	Swine	cluster_79	cluster_7	cluster_7	cluster_3	cluster_2	cluster_1
SRR10756469	2019	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10759074	2019	Human	singleton_48	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR10761676	2019	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10764373	2019	Human	cluster_81	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10805119	2019	Swine	cluster_21	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR10810146	2019	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10821224	2019	Swine	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10822759	2019	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10831311	2019	Turkey	cluster_79	cluster_7	cluster_7	cluster_3	cluster_2	cluster_1
SRR10835686	2019	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10835689	2019	Human	singleton_45	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR10850327	2019	Human	cluster_18	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR10850384	2019	Human	singleton_152	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10879487	2019	Bovine	cluster_76	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR10879539	2019	Swine	singleton_230	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR10904836	2019	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10904843	2019	Human	cluster_87	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR10911127	2020	Human	cluster_55	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10918565	2019	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10920741	2020	Swine	singleton_215	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR10920934	2020	Turkey	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10920936	2020	Turkey	cluster_57	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10959854	2020	Swine	cluster_84	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR10960767	2020	Human	singleton_272	cluster_9	cluster_7	cluster_3	cluster_2	cluster_1
SRR10968291	2020	Turkey	cluster_57	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10970131	2020	Human	singleton_180	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10977297	2020	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR10981838	2020	Human	singleton_23	cluster_9	cluster_7	cluster_3	cluster_2	cluster_1
SRR10981839	2020	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11006100	2020	Human	singleton_132	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11015498	2020	Swine	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11031477	2020	Swine	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11039221	2020	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11039222	2020	Human	cluster_84	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR11058938	2020	Human	cluster_8	cluster_9	cluster_7	cluster_3	cluster_2	cluster_1
SRR11059461	2020	Swine	singleton_182	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11075255	2020	Human	singleton_49	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR11091457	2020	Human	singleton_3	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR11119316	2020	Turkey	cluster_57	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11179104	2020	Human	singleton_210	cluster_6	cluster_5	cluster_2	cluster_2	cluster_1
SRR11179828	2020	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11190588	2020	Swine	cluster_15	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR11193983	2020	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11201716	2020	Human	singleton_263	cluster_9	cluster_7	cluster_3	cluster_2	cluster_1
SRR11210254	2020	Swine	singleton_85	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR11214026	2020	Turkey	cluster_79	cluster_7	cluster_7	cluster_3	cluster_2	cluster_1
SRR11232187	2019	Human	cluster_84	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR11232253	2020	Bovine	cluster_33	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR11235388	2020	Human	cluster_16	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR11250047	2020	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11252226	2020	Human	cluster_33	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR11252237	2020	Human	cluster_33	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR11252402	2020	Bovine	singleton_174	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11278027	2020	Bovine	cluster_68	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR11278042	2020	Swine	cluster_68	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR11279684	2020	Human	cluster_56	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11279730	2020	Human	singleton_241	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR11279737	2020	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11280539	2020	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11283158	2020	Swine	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11317885	2020	Swine	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11322078	2020	Human	singleton_124	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11351500	2020	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11357084	2020	Swine	cluster_87	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR11358606	2019	Human	singleton_161	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11359299	2020	Human	cluster_56	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11362159	2019	Human	cluster_55	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11394718	2020	Swine	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11396128	2020	Swine	singleton_9	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR11397420	2020	Human	cluster_16	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR11427644	2020	Human	cluster_57	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11430474	2020	Swine	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11435269	2020	Swine	cluster_51	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11435273	2020	Swine	cluster_79	cluster_7	cluster_7	cluster_3	cluster_2	cluster_1
SRR11435316	2020	Swine	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11458436	Unknown	Other	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11458437	Unknown	Other	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11464137	2020	Human	cluster_9	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR11472213	2020	Swine	singleton_259	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR11479072	2020	Human	cluster_63	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11499054	2019	Human	cluster_2	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR11514047	2020	Human	cluster_87	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR11524080	2020	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11524132	2020	Human	cluster_70	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR11544384	2020	Swine	cluster_79	cluster_7	cluster_7	cluster_3	cluster_2	cluster_1
SRR11574894	2020	Bovine	cluster_51	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11575099	2020	Swine	cluster_74	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR11591145	2020	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11596237	2020	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11615112	2020	Human	cluster_87	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR11616356	2020	Human	cluster_65	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11700235	2019	Human	cluster_33	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR11713343	2020	Human	cluster_18	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR11778004	2020	Turkey	cluster_79	cluster_7	cluster_7	cluster_3	cluster_2	cluster_1
SRR11799619	2020	Swine	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11799629	2020	Swine	cluster_2	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR11806322	2020	Human	cluster_45	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11816446	2020	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11833001	2020	Turkey	cluster_55	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11833355	2020	Swine	cluster_79	cluster_7	cluster_7	cluster_3	cluster_2	cluster_1
SRR11847322	2020	Swine	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11851709	2020	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11853600	2020	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11855683	2020	Human	singleton_106	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR11905231	2020	Swine	cluster_51	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR11937738	2020	Chicken	cluster_79	cluster_7	cluster_7	cluster_3	cluster_2	cluster_1
SRR11937739	2020	Turkey	cluster_79	cluster_7	cluster_7	cluster_3	cluster_2	cluster_1
SRR11973720	2019	Human	singleton_269	cluster_9	cluster_7	cluster_3	cluster_2	cluster_1
SRR11999279	2020	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR12026103	2020	Human	cluster_13	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR12026113	2020	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR12047285	2020	Swine	cluster_84	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR12047286	2020	Swine	cluster_84	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR12053964	2020	Turkey	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR12061402	2020	Human	singleton_153	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR12067007	2020	Human	cluster_87	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR12082984	2020	Human	cluster_87	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR12136518	2020	Bovine	singleton_149	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR12137021	2020	Turkey	cluster_79	cluster_7	cluster_7	cluster_3	cluster_2	cluster_1
SRR12145897	2020	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR12158042	2020	Human	singleton_78	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR12170085	2020	Swine	singleton_184	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR12186640	2020	Human	singleton_131	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR12187001	2020	Human	cluster_65	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR12188901	2020	Turkey	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR12212526	2020	Human	cluster_87	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR12212881	2020	Human	cluster_87	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR12215989	2020	Human	cluster_84	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR12217714	2020	Swine	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR12218910	2020	Human	singleton_164	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR12244553	2020	Human	singleton_57	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR12260901	2020	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR12260905	2020	Human	cluster_84	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR12272869	2020	Swine	cluster_84	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR12273004	2020	Swine	cluster_51	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR12283159	2020	Human	cluster_69	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR12341387	2020	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR12346969	2020	Human	cluster_65	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR12362648	2020	Bovine	cluster_6	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR12363258	2020	Bovine	singleton_94	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR12377081	2020	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR12377469	2020	Swine	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR12386298	2020	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR12393520	2020	Human	cluster_57	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR12396052	2020	Human	cluster_87	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR12401414	2020	Human	cluster_63	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR12403481	2020	Swine	cluster_84	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR12403599	2020	Swine	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR12424401	2020	Swine	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR12424680	2020	Bovine	singleton_17	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR12453901	2020	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR12455740	2020	Swine	cluster_63	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR12487307	2020	Swine	singleton_217	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR12491925	2020	Human	cluster_87	cluster_10	cluster_7	cluster_3	cluster_2	cluster_1
SRR12492599	2020	Human	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR12492686	2020	Turkey	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
SRR12493230	2020	Turkey	cluster_79	cluster_7	cluster_7	cluster_3	cluster_2	cluster_1
SRR12508201	2020	Swine	cluster_83	cluster_8	cluster_6	cluster_3	cluster_2	cluster_1
