ID	Year	Source	MST-14	MST-58	MST-99	MST-208	MST-224	MST-270	MST-318	MST-394	MST-414
SRR10275438	2019	Human	singleton_50	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10278328	2019	Human	singleton_818	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10292521	2019	Human	cluster_153	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10292522	2019	Human	cluster_153	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10292526	2019	Human	cluster_63	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10295184	2019	Human	cluster_183	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10295186	Unknown	Unspecified Animal	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10298143	2019	Human	singleton_903	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10302355	2019	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10309619	2019	Human	cluster_44	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10309693	2019	Human	singleton_462	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10309911	2019	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10309965	2019	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10310474	2019	Human	cluster_183	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10311573	2019	Human	cluster_93	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10337142	Unknown	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10341209	2019	Swine	cluster_44	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10343241	2019	Turkey	cluster_135	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10348529	Unknown	Unspecified Animal	cluster_183	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10349202	2019	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10349485	2019	Bovine	singleton_435	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10350335	2019	Human	cluster_162	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10355966	2019	Human	cluster_163	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10355969	2019	Human	cluster_163	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10356995	2019	Bovine	cluster_195	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10360875	2019	Bovine	singleton_491	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10360910	2019	Turkey	cluster_191	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10363908	2019	Swine	singleton_244	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10377275	2019	Human	singleton_981	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10384082	2019	Human	cluster_170	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10384900	2019	Turkey	cluster_74	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10392708	2019	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10392713	2019	Human	singleton_279	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10392722	2019	Human	singleton_164	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10395058	2019	Human	cluster_166	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10395320	2019	Human	singleton_989	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10397955	2019	Human	singleton_743	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10403232	2019	Human	singleton_450	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10403314	2019	Human	cluster_11	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10413108	2019	Human	cluster_141	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10419500	2019	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10432416	2019	Human	cluster_139	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10435103	2019	Swine	singleton_1138	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10447383	2019	Turkey	cluster_195	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10448868	2019	Human	cluster_152	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10480655	2019	Swine	singleton_304	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10489373	2019	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10491476	2019	Human	cluster_54	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10491538	2019	Human	cluster_39	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10493531	2019	Turkey	cluster_180	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10500296	2019	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10500906	2019	Human	cluster_191	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10505909	2019	Human	cluster_135	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10506049	2019	Human	singleton_474	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10506452	2019	Human	singleton_882	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10512741	2019	Human	cluster_39	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10532675	2019	Human	singleton_469	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10535893	2019	Human	cluster_141	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10571264	2019	Human	singleton_432	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10572639	2019	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10582751	2019	Bovine	cluster_170	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10582764	2019	Bovine	singleton_784	cluster_6	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10584649	2019	Human	cluster_141	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10590821	2019	Human	cluster_128	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10593239	2019	Human	cluster_153	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10608846	2019	Human	singleton_410	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10615479	2019	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10617541	2019	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10619353	2019	Human	cluster_212	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10619354	2019	Human	cluster_212	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10619355	2019	Human	cluster_212	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10619356	2019	Human	cluster_212	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10619362	2019	Human	cluster_212	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10619363	2019	Human	cluster_212	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10619366	2019	Human	cluster_212	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10619374	2019	Human	singleton_1096	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10620459	2019	Human	singleton_105	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10664062	2019	Human	singleton_72	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10669555	2019	Swine	singleton_308	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10674031	2019	Human	cluster_40	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10678972	2019	Human	singleton_711	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10688333	2019	Human	singleton_338	singleton_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10691087	2019	Human	cluster_195	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10691575	2019	Turkey	cluster_74	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10698335	2019	Human	singleton_56	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10699479	2019	Human	singleton_481	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10718287	2019	Human	singleton_1103	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10725532	2019	Human	cluster_188	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10728875	2019	Human	cluster_183	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10734247	2019	Turkey	cluster_195	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10744064	2019	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10748592	2019	Human	singleton_431	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10749977	2019	Human	singleton_184	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10749978	2019	Human	singleton_478	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10759693	2019	Human	singleton_531	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10761049	2019	Human	cluster_188	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10763705	2019	Human	cluster_135	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10771150	2019	Human	singleton_245	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
