ID	Year	Source	MST-14	MST-39	MST-154	MST-177	MST-275	MST-386	MST-2684
SRR10138320	2019	Human	singleton_1606	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10138328	2019	Human	singleton_5049	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10143279	2019	Human	singleton_3340	singleton_2299	cluster_127	cluster_94	cluster_15	cluster_1	cluster_2
SRR10143286	2019	Human	singleton_3349	singleton_2308	cluster_127	cluster_94	cluster_15	cluster_1	cluster_2
SRR10143406	2019	Human	singleton_3342	singleton_2301	singleton_553	singleton_404	cluster_15	cluster_1	cluster_2
SRR10148539	2019	Human	singleton_4668	singleton_3574	cluster_289	cluster_242	cluster_15	cluster_1	cluster_2
SRR10148667	2019	Human	singleton_238	cluster_20	cluster_283	cluster_235	cluster_15	cluster_1	cluster_2
SRR10152465	2019	Human	singleton_4075	singleton_2989	cluster_60	cluster_45	cluster_15	cluster_1	cluster_2
SRR10152468	2019	Human	singleton_4011	cluster_241	cluster_157	cluster_128	cluster_15	cluster_1	cluster_2
SRR10153207	2019	Human	singleton_4171	singleton_3083	singleton_899	singleton_663	cluster_9	cluster_1	cluster_2
SRR10153212	2019	Human	singleton_2425	singleton_1587	cluster_72	cluster_54	cluster_15	cluster_1	cluster_2
SRR10153283	2019	Human	singleton_2908	singleton_2022	cluster_72	cluster_54	cluster_15	cluster_1	cluster_2
SRR10154422	2017	Human	cluster_287	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10155171	2019	Bovine	cluster_300	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10155172	2019	Bovine	cluster_300	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10155178	2019	Bovine	cluster_293	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10155180	2019	Bovine	cluster_300	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10155185	2019	Bovine	cluster_300	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10155190	2019	Bovine	cluster_322	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10155192	2019	Swine	cluster_114	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10155270	2019	Human	singleton_669	cluster_51	cluster_33	cluster_245	cluster_15	cluster_1	cluster_2
SRR10156102	2019	Bovine	cluster_322	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10156698	2019	Human	singleton_1596	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10158215	2019	Human	singleton_2553	singleton_1699	cluster_82	cluster_73	cluster_15	cluster_1	cluster_2
SRR10158238	2019	Human	singleton_2760	singleton_1875	cluster_98	cluster_73	cluster_15	cluster_1	cluster_2
SRR10158243	2019	Human	singleton_2587	singleton_1728	cluster_82	cluster_73	cluster_15	cluster_1	cluster_2
SRR10158245	2019	Human	singleton_2472	singleton_1632	cluster_82	cluster_73	cluster_15	cluster_1	cluster_2
SRR10162626	2019	Human	singleton_1376	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10163883	2019	Human	singleton_5452	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10164554	2019	Bovine	singleton_5551	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10164555	2019	Swine	singleton_1234	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10165169	2019	Chicken	cluster_327	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10165176	2019	Human	singleton_748	singleton_637	cluster_46	cluster_35	cluster_15	cluster_1	cluster_2
SRR10165275	2019	Chicken	cluster_327	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10165296	2019	Bovine	singleton_5169	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10166339	2019	Human	singleton_905	singleton_744	cluster_49	cluster_50	cluster_15	cluster_1	cluster_2
SRR10166344	2019	Human	singleton_416	cluster_34	cluster_273	cluster_220	cluster_15	cluster_1	cluster_2
SRR10166443	2019	Swine	singleton_1390	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10166524	2019	Human	cluster_238	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10166525	2019	Human	singleton_2227	singleton_1416	singleton_250	singleton_191	cluster_15	cluster_1	cluster_2
SRR10168851	2019	Human	singleton_1048	singleton_852	cluster_189	cluster_228	cluster_15	cluster_1	cluster_2
SRR10173054	2019	Human	singleton_4217	singleton_3127	singleton_915	singleton_676	cluster_15	cluster_1	cluster_2
SRR10173056	2019	Human	singleton_4437	singleton_3343	singleton_1019	singleton_747	cluster_15	cluster_1	cluster_2
SRR10173059	2019	Human	singleton_4349	singleton_3256	singleton_973	singleton_719	cluster_15	cluster_1	cluster_2
SRR10173122	2019	Human	singleton_3488	singleton_2447	cluster_135	cluster_102	cluster_15	cluster_1	cluster_2
SRR10173134	2019	Human	singleton_3346	singleton_2305	cluster_119	cluster_90	cluster_15	cluster_1	cluster_2
SRR10173224	2019	Human	cluster_273	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10174321	2019	Human	singleton_3716	cluster_130	cluster_284	cluster_236	cluster_15	cluster_1	cluster_2
SRR10176064	2019	Human	singleton_4708	singleton_3613	cluster_263	cluster_213	cluster_15	cluster_1	cluster_2
SRR10176065	2019	Human	cluster_239	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10177403	2019	Human	cluster_10	cluster_26	cluster_283	cluster_235	cluster_15	cluster_1	cluster_2
SRR10177526	2019	Human	singleton_4390	singleton_3297	singleton_997	singleton_736	cluster_15	cluster_1	cluster_2
SRR10186937	2019	Human	singleton_126	cluster_11	cluster_11	cluster_235	cluster_15	cluster_1	cluster_2
SRR10186947	2019	Bovine	cluster_322	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10189159	2019	Human	singleton_4882	singleton_3752	cluster_245	cluster_199	cluster_15	cluster_1	cluster_2
SRR10189360	2019	Human	singleton_2311	singleton_1489	singleton_278	singleton_215	cluster_15	cluster_1	cluster_2
SRR10189699	Unknown	Human	singleton_2841	singleton_1956	cluster_96	cluster_71	cluster_15	cluster_1	cluster_2
SRR10189745	Unknown	Human	singleton_2790	singleton_1905	singleton_378	cluster_61	cluster_15	cluster_1	cluster_2
SRR10190152	2019	Human	singleton_693	singleton_589	cluster_46	cluster_35	cluster_15	cluster_1	cluster_2
SRR10190440	2019	Human	singleton_310	cluster_29	cluster_283	cluster_235	cluster_15	cluster_1	cluster_2
SRR10190545	2019	Human	singleton_4911	singleton_3780	cluster_263	cluster_213	cluster_15	cluster_1	cluster_2
SRR10190789	2019	Human	singleton_734	cluster_54	cluster_46	cluster_35	cluster_15	cluster_1	cluster_2
SRR10190827	2019	Human	singleton_271	singleton_238	cluster_283	cluster_235	cluster_15	cluster_1	cluster_2
SRR10194888	2019	Human	singleton_2278	singleton_1458	cluster_283	cluster_235	cluster_15	cluster_1	cluster_2
SRR10196045	2019	Human	cluster_239	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10197341	Unknown	Human	singleton_2523	singleton_1672	singleton_335	cluster_67	cluster_15	cluster_1	cluster_2
SRR10197342	Unknown	Human	singleton_2454	singleton_1615	cluster_73	cluster_55	cluster_15	cluster_1	cluster_2
SRR10197343	Unknown	Human	singleton_2696	singleton_1818	cluster_98	cluster_73	cluster_15	cluster_1	cluster_2
SRR10197347	Unknown	Human	singleton_107	singleton_98	cluster_283	cluster_235	cluster_15	cluster_1	cluster_2
SRR10197351	Unknown	Human	singleton_2860	singleton_1975	cluster_95	cluster_70	cluster_15	cluster_1	cluster_2
SRR10198955	2019	Bovine	cluster_293	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10198973	2019	Bovine	cluster_322	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10202460	2019	Human	singleton_4694	singleton_3600	cluster_232	cluster_230	cluster_15	cluster_1	cluster_2
SRR10202525	2019	Human	singleton_4179	singleton_3089	cluster_166	cluster_136	cluster_15	cluster_1	cluster_2
SRR10202646	2019	Human	singleton_4697	singleton_3603	cluster_232	cluster_230	cluster_15	cluster_1	cluster_2
SRR10204672	2019	Human	singleton_3622	singleton_2580	singleton_715	singleton_523	cluster_15	cluster_1	cluster_2
SRR10205349	2019	Human	singleton_1044	singleton_848	cluster_189	cluster_228	cluster_15	cluster_1	cluster_2
SRR10206129	2019	Human	singleton_5459	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10206160	2019	Human	cluster_128	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10207118	2019	Human	singleton_1219	cluster_112	cluster_283	cluster_235	cluster_15	cluster_1	cluster_2
SRR10207126	2019	Human	singleton_1153	cluster_107	cluster_283	cluster_235	cluster_15	cluster_1	cluster_2
SRR10207378	2019	Human	singleton_289	singleton_256	singleton_43	cluster_199	cluster_15	cluster_1	cluster_2
SRR10209625	2019	Human	singleton_1176	singleton_956	singleton_199	cluster_39	cluster_15	cluster_1	cluster_2
SRR10209641	2019	Human	singleton_4675	singleton_3581	singleton_1110	singleton_805	cluster_15	cluster_1	cluster_2
SRR10209644	2019	Human	singleton_3789	singleton_2736	cluster_269	cluster_236	cluster_15	cluster_1	cluster_2
SRR10210064	2019	Human	cluster_61	cluster_100	cluster_45	cluster_34	cluster_15	cluster_1	cluster_2
SRR10210556	2019	Human	singleton_3611	singleton_2569	cluster_268	cluster_216	cluster_15	cluster_1	cluster_2
SRR10211120	2019	Human	singleton_4754	singleton_3650	singleton_1125	singleton_814	cluster_15	cluster_1	cluster_2
SRR10211615	2019	Human	singleton_4199	singleton_3109	singleton_910	cluster_228	cluster_15	cluster_1	cluster_2
SRR10211655	2019	Human	singleton_4695	singleton_3601	cluster_232	cluster_230	cluster_15	cluster_1	cluster_2
SRR10212237	2019	Human	singleton_5786	singleton_4088	cluster_283	cluster_235	cluster_15	cluster_1	cluster_2
SRR10212962	2019	Human	singleton_2105	cluster_165	cluster_283	cluster_235	cluster_15	cluster_1	cluster_2
SRR10212965	2019	Human	singleton_2136	cluster_165	cluster_283	cluster_235	cluster_15	cluster_1	cluster_2
SRR10212966	2019	Human	singleton_1142	cluster_111	cluster_283	cluster_235	cluster_15	cluster_1	cluster_2
SRR10212980	2019	Bovine	cluster_322	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10213009	2019	Human	singleton_1127	singleton_926	cluster_283	cluster_235	cluster_15	cluster_1	cluster_2
SRR10213011	2019	Human	singleton_1145	cluster_110	cluster_283	cluster_235	cluster_15	cluster_1	cluster_2
SRR10215598	2019	Human	singleton_1097	singleton_897	cluster_283	cluster_235	cluster_15	cluster_1	cluster_2
SRR10215617	2019	Human	singleton_1058	singleton_862	cluster_283	cluster_235	cluster_15	cluster_1	cluster_2
SRR10220749	2019	Human	singleton_983	singleton_804	cluster_37	cluster_27	cluster_15	cluster_1	cluster_2
SRR10220756	2019	Human	singleton_2775	singleton_1890	cluster_84	cluster_63	cluster_15	cluster_1	cluster_2
SRR10222159	Unknown	Human	singleton_5787	singleton_4089	cluster_296	cluster_252	cluster_15	cluster_1	cluster_2
SRR10222175	Unknown	Human	singleton_4713	singleton_3617	cluster_263	cluster_213	cluster_15	cluster_1	cluster_2
SRR10222527	2019	Bovine	cluster_322	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10222620	2019	Human	singleton_1890	singleton_1144	cluster_283	cluster_235	cluster_15	cluster_1	cluster_2
SRR10222667	2019	Human	singleton_2546	singleton_1692	cluster_82	cluster_73	cluster_15	cluster_1	cluster_2
SRR10224627	2019	Human	singleton_159	singleton_148	cluster_13	cluster_13	cluster_15	cluster_1	cluster_2
SRR10225078	2019	Human	singleton_5552	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10226353	2019	Human	singleton_4013	cluster_234	cluster_157	cluster_128	cluster_15	cluster_1	cluster_2
SRR10227600	2019	Human	cluster_327	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10228056	2019	Human	singleton_3773	singleton_2720	cluster_284	cluster_236	cluster_15	cluster_1	cluster_2
SRR10228093	2019	Human	singleton_3848	singleton_2791	cluster_269	cluster_236	cluster_15	cluster_1	cluster_2
SRR10228095	2019	Human	singleton_3996	singleton_2937	cluster_284	cluster_236	cluster_15	cluster_1	cluster_2
SRR10228101	2019	Human	singleton_4940	singleton_3809	cluster_254	cluster_235	cluster_15	cluster_1	cluster_2
SRR10228560	Unknown	Human	cluster_37	cluster_72	cluster_41	cluster_30	cluster_15	cluster_1	cluster_2
SRR10229416	2019	Human	singleton_5791	cluster_271	cluster_244	cluster_198	cluster_11	cluster_1	cluster_2
SRR10230019	2019	Bovine	singleton_5016	cluster_292	cluster_298	cluster_254	cluster_16	cluster_2	cluster_2
SRR10231329	2019	Human	singleton_465	singleton_410	cluster_283	cluster_235	cluster_15	cluster_1	cluster_2
