ID	Year	Source	MST-14	MST-60	MST-82	MST-91	MST-137	MST-143	MST-151	MST-162	MST-173	MST-183	MST-192	MST-199	MST-227	MST-282
SRR10126635	2019	Swine	singleton_474	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10130067	2019	Human	cluster_26	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10148659	2019	Human	cluster_19	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10158214	2019	Human	singleton_26	cluster_14	cluster_7	cluster_6	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10158217	2019	Human	cluster_132	cluster_17	cluster_9	cluster_7	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1	cluster_1
SRR10163880	2019	Human	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10164032	2019	Human	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10164552	2019	Swine	singleton_479	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10172215	2019	Human	cluster_110	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10173051	2019	Human	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10182630	2019	Human	singleton_223	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10187026	2019	Chicken	cluster_25	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10187052	2019	Chicken	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10190310	2019	Human	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10192533	2019	Chicken	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10197454	2019	Human	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10206167	2019	Human	singleton_230	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10215592	2019	Human	cluster_26	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10215842	2019	Human	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10218513	2019	Swine	singleton_199	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10222153	Unknown	Human	singleton_520	cluster_17	cluster_9	cluster_7	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1	cluster_1
SRR10222520	2019	Human	singleton_25	cluster_14	cluster_7	cluster_6	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10228038	2019	Human	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10230002	2019	Chicken	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10230018	2019	Swine	singleton_480	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10237648	2019	Chicken	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10246368	2019	Chicken	cluster_89	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10248555	Unknown	Unspecified Animal	cluster_69	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10257224	Unknown	Human	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10258969	2013	Human	cluster_69	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10259003	2013	Human	singleton_97	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10259005	2013	Human	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10267478	2019	Human	cluster_35	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10276613	2019	Human	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10282973	2019	Chicken	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10287715	2019	Human	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10293974	2012	Human	cluster_69	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10293975	2012	Human	cluster_69	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10295192	2019	Human	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10303249	2019	Human	cluster_81	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10303266	2019	Human	cluster_81	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10307457	2019	Chicken	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10310258	2019	Human	cluster_95	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10311612	2019	Human	singleton_389	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10311911	2019	Human	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10323621	2019	Human	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10340756	Unknown	Human	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10345434	2019	Human	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10350296	2019	Human	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10360597	2019	Chicken	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10366876	2019	Human	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10367942	2019	Human	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10368390	2019	Human	cluster_14	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10375736	2019	Chicken	cluster_25	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10375739	2019	Swine	cluster_19	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10377371	2019	Human	cluster_25	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10382614	2019	Human	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10384615	2019	Chicken	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10393128	2019	Human	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10394070	2019	Human	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10395549	2019	Human	cluster_100	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10395558	2019	Human	cluster_100	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10400485	2019	Chicken	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10405304	2019	Human	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10419467	2019	Human	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10419480	2019	Human	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10420673	2019	Unspecified Animal	cluster_93	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10430290	2019	Human	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10448662	2019	Human	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10448872	2019	Human	singleton_248	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10467381	2019	Swine	singleton_188	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10489387	2019	Human	cluster_98	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10490478	2019	Human	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10491306	2019	Human	cluster_98	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10491338	2019	Human	cluster_98	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10513673	2019	Human	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10517424	2019	Chicken	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10517464	2019	Chicken	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10527408	2019	Human	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10533089	2019	Human	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10533109	2019	Human	cluster_95	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10533290	2019	Human	singleton_50	cluster_16	cluster_8	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10570853	2019	Human	cluster_95	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10570955	Unknown	Unspecified Animal	singleton_307	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10570968	2005	Human	singleton_318	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10570969	2005	Human	singleton_299	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10570992	2005	Human	cluster_89	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10574665	2019	Chicken	cluster_25	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10579232	2019	Human	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10582738	2019	Turkey	cluster_98	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10582784	2019	Chicken	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10590794	2019	Human	cluster_14	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10593992	2017	Human	singleton_412	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10617690	2019	Human	singleton_401	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10618975	2019	Human	singleton_35	cluster_14	cluster_7	cluster_6	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10641091	2019	Human	cluster_19	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10664120	2019	Human	cluster_79	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10664276	2019	Human	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10671632	2019	Human	singleton_214	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10690640	2019	Human	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10692945	2019	Chicken	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10722044	2019	Human	singleton_63	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10725789	2019	Chicken	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10747882	2019	Human	singleton_189	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10747888	2019	Human	cluster_25	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10806436	2019	Human	cluster_84	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10814650	2019	Human	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10815065	2019	Human	cluster_79	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10820303	2019	Human	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10833496	2019	Chicken	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10834036	2019	Human	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10835623	2019	Human	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR10842392	2019	Human	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
