ID	Year	Source	MST-14	MST-100	MST-112	MST-126	MST-140	MST-195
SRR10389070	2019	Human	cluster_56	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10396886	2019	Human	cluster_110	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10405341	2019	Human	cluster_89	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10419438	2019	Human	singleton_220	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10429178	2019	Human	cluster_143	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10436180	2019	Human	singleton_46	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10465582	2019	Bovine	cluster_58	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10465617	2019	Bovine	singleton_539	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10467378	2019	Swine	singleton_25	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10493574	2019	Bovine	cluster_123	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10506971	2019	Human	cluster_56	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10507229	2019	Human	cluster_86	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10512403	2019	Human	cluster_78	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10527200	2019	Human	singleton_527	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10532443	2019	Bovine	cluster_53	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10543668	2019	Human	singleton_226	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10546639	2019	Chicken	singleton_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10571588	2019	Human	cluster_46	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10574374	2019	Bovine	cluster_123	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10604615	2019	Human	singleton_40	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10611442	2019	Bovine	singleton_249	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10615233	2019	Swine	cluster_143	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10615943	2019	Human	singleton_601	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10617740	2019	Human	singleton_319	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10619878	2019	Human	singleton_347	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10689412	2019	Other	singleton_669	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10708481	2019	Swine	singleton_44	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10728968	2019	Bovine	singleton_636	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10759686	2019	Human	singleton_566	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10763460	2019	Human	cluster_110	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10775265	2019	Bovine	singleton_465	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10806418	2019	Human	singleton_94	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10820787	2019	Human	singleton_410	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10843543	2019	Human	cluster_37	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10852366	2019	Human	cluster_86	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10875991	2020	Human	cluster_92	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10875998	2020	Human	cluster_92	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10879497	2019	Bovine	singleton_26	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10886875	2019	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10897577	2019	Human	cluster_40	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10905434	2019	Swine	singleton_45	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10912335	2019	Human	singleton_541	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10920915	2019	Bovine	singleton_200	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR10985388	2019	Human	singleton_507	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11014769	2020	Human	singleton_691	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11015474	2020	Bovine	cluster_104	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11026782	2017	Human	singleton_586	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11035111	2020	Chicken	singleton_653	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11119323	2020	Swine	singleton_109	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11171941	2020	Human	singleton_99	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11178195	2020	Human	singleton_217	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11214352	2020	Swine	singleton_223	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11232275	2020	Bovine	singleton_255	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11245232	2020	Human	cluster_110	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11278081	2020	Swine	singleton_525	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11281243	2019	Human	singleton_272	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11290959	2020	Chicken	singleton_302	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11311144	2020	Human	cluster_37	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11321540	2020	Human	singleton_132	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11347193	2020	Chicken	cluster_73	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11351682	2020	Bovine	singleton_486	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11394589	2019	Human	singleton_696	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11434852	2020	Human	singleton_98	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11461799	2020	Human	singleton_436	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11510981	2020	Chicken	singleton_24	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11553920	2020	Other Animal	singleton_475	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11596122	2020	Human	cluster_134	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11606998	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11615681	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11625279	2020	Human	cluster_104	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11654256	2020	Bovine	singleton_156	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11680466	2020	Human	singleton_112	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11741242	2020	Human	singleton_419	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11761893	2020	Human	cluster_154	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11768277	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11798768	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11831561	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11851004	2020	Human	singleton_346	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11851740	2020	Human	cluster_110	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11892965	2020	Bovine	singleton_256	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11902151	2020	Human	singleton_524	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11919050	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11935573	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11937634	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR11991332	2020	Bovine	cluster_64	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12014739	2020	Human	cluster_86	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12023430	2020	Human	singleton_178	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12024990	2020	Human	singleton_113	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12037162	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12054294	2020	Human	singleton_412	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12061416	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12071720	2020	Bovine	cluster_64	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12075354	2020	Human	cluster_149	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12091634	2020	Swine	singleton_698	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12092136	2020	Human	singleton_526	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12110218	2020	Swine	singleton_499	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12194031	2020	Bovine	cluster_123	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12211145	2020	Human	singleton_384	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12211345	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12213089	2020	Human	cluster_42	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12216017	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12216940	2020	Human	cluster_26	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12277918	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12282267	2020	Human	cluster_42	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12282571	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12283146	2020	Human	cluster_123	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12335199	2020	Human	singleton_462	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12336259	2020	Human	singleton_97	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12337983	2020	Human	cluster_110	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12339331	2020	Human	singleton_290	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12341283	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12346761	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12362202	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12395040	2020	Other Animal	singleton_665	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12403594	2020	Bovine	singleton_376	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12413886	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12422567	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12422675	2020	Human	cluster_66	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12422699	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12423796	2020	Human	cluster_42	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12440251	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12455696	2020	Bovine	cluster_53	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12462783	2020	Human	cluster_143	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12462801	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12471026	2020	Human	singleton_146	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12475369	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12511023	2020	Swine	singleton_701	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12511481	2020	Human	cluster_143	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12516056	2019	Other	cluster_22	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12516064	2019	Other	cluster_22	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12540208	2020	Human	singleton_166	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12564543	2020	Human	cluster_26	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12592461	2020	Human	cluster_16	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12595427	2020	Swine	cluster_159	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12604300	2020	Human	cluster_65	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12606896	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12606920	2020	Human	cluster_142	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12608326	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12618335	2020	Human	cluster_66	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12625465	2020	Swine	cluster_159	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12635684	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12642653	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12643053	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12643135	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12646296	2020	Bovine	cluster_149	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12649008	2020	Chicken	singleton_172	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12693490	2020	Human	singleton_687	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12695139	2020	Human	cluster_143	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12708940	2020	Bovine	singleton_225	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12708964	2020	Bovine	singleton_219	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12708987	2020	Chicken	singleton_664	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12711677	2020	Human	cluster_66	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12727898	2020	Human	cluster_42	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12729704	2020	Human	singleton_69	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12743083	2020	Human	cluster_143	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12749789	2020	Human	cluster_143	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12763040	2020	Human	cluster_143	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12776662	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12779904	2020	Human	cluster_42	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12786716	2020	Human	cluster_154	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12786763	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12793629	2020	Human	cluster_154	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12795479	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12795627	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12799271	2020	Swine	cluster_142	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12799276	2020	Bovine	cluster_123	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12801298	2020	Human	cluster_154	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12804203	2020	Human	cluster_143	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12804213	2020	Human	cluster_143	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12804219	2020	Human	cluster_143	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12820408	2020	Human	cluster_26	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12823482	2020	Human	cluster_36	cluster_1	cluster_1	cluster_1	cluster_1	cluster_1
SRR12823486	2020	Human	cluster_36	cluster_1	cluster_1	cluster_1	cluster_1	cluster_1
SRR12824322	2020	Human	cluster_137	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12827150	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12827179	2020	Human	cluster_66	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12827216	2020	Human	cluster_29	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12850807	2020	Human	singleton_299	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12852599	2020	Human	cluster_143	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12857121	2020	Human	cluster_141	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12877496	Unknown	Unspecified Animal	singleton_594	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12879577	2020	Human	cluster_137	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12883027	2020	Human	singleton_578	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12883936	2020	Human	cluster_51	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12884616	2020	Bovine	singleton_306	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12884618	2020	Human	singleton_463	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12884670	2020	Human	singleton_668	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12903520	2020	Human	cluster_143	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12905914	2020	Human	cluster_21	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12907892	2020	Human	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12914779	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12921173	2020	Human	singleton_618	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12935212	2020	Human	cluster_143	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12937859	2020	Bovine	cluster_19	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12949667	2020	Bovine	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12949781	2020	Bovine	cluster_69	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12971458	2020	Bovine	singleton_307	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12979371	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12991891	2020	Swine	singleton_378	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12999405	2020	Human	cluster_66	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13004996	2020	Bovine	singleton_71	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13010363	2020	Human	singleton_199	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13010629	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13019179	2020	Human	cluster_76	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13021260	2020	Human	cluster_68	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13059257	2020	Bovine	cluster_58	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13067348	2020	Human	cluster_43	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13067354	2020	Human	singleton_76	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13072628	2020	Human	cluster_66	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13094208	2020	Bovine	singleton_267	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13107632	2020	Swine	cluster_58	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13112140	2020	Swine	cluster_10	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13132110	2020	Swine	cluster_63	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13160420	2020	Human	cluster_154	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13161275	2020	Human	singleton_612	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13166792	2020	Swine	singleton_624	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13176930	2018	Human	cluster_42	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13198529	2020	Human	cluster_29	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13206951	2020	Human	cluster_157	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13207708	2020	Human	cluster_43	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13207888	2020	Chicken	cluster_145	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13234007	2020	Human	cluster_68	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13234026	2020	Chicken	singleton_607	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13237204	2020	Human	singleton_689	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13244858	2020	Chicken	cluster_145	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13245231	2020	Swine	singleton_426	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13246795	2020	Bovine	singleton_377	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13251543	2020	Human	cluster_41	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13274306	2020	Human	cluster_10	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13282109	2020	Human	cluster_137	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
