ID	Year	Source	MST-14	MST-53	MST-60	MST-71	MST-95	MST-223	MST-238	MST-289	MST-421	MST-455	MST-492	MST-535	MST-663
SRR10007617	2019	Human	cluster_409	cluster_73	cluster_62	cluster_35	cluster_18	cluster_8	cluster_7	cluster_5	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10008448	2019	Chicken	cluster_342	cluster_83	cluster_70	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10009646	2019	Human	cluster_386	cluster_67	cluster_56	cluster_30	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10009829	2019	Human	cluster_255	cluster_83	cluster_70	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10009843	2019	Human	singleton_1317	cluster_83	cluster_70	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10009862	2019	Human	cluster_339	cluster_64	cluster_55	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10009867	2019	Human	cluster_386	cluster_67	cluster_56	cluster_30	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10009869	2019	Human	cluster_189	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10009914	2019	Human	cluster_386	cluster_67	cluster_56	cluster_30	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10010448	2019	Human	cluster_328	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10010450	2019	Human	cluster_323	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10010953	2019	Human	cluster_328	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10011093	2019	Human	cluster_339	cluster_64	cluster_55	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10012195	2019	Human	cluster_395	cluster_91	cluster_79	cluster_50	cluster_34	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10012198	2019	Human	cluster_328	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10012206	2019	Human	cluster_386	cluster_67	cluster_56	cluster_30	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10012237	Unknown	Unspecified Animal	cluster_221	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10012244	Unknown	Unspecified Animal	cluster_308	cluster_83	cluster_70	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10012301	Unknown	Unspecified Animal	singleton_356	cluster_83	cluster_70	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10012349	Unknown	Unspecified Animal	cluster_386	cluster_67	cluster_56	cluster_30	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10013154	Unknown	Human	cluster_386	cluster_67	cluster_56	cluster_30	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10013287	2019	Human	cluster_339	cluster_64	cluster_55	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10013311	2019	Human	cluster_189	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10013579	2019	Human	cluster_390	cluster_91	cluster_79	cluster_50	cluster_34	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10014030	2019	Human	singleton_791	cluster_91	cluster_79	cluster_50	cluster_34	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10014238	2019	Human	singleton_1015	cluster_91	cluster_79	cluster_50	cluster_34	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10015234	2019	Human	cluster_300	cluster_83	cluster_70	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10015248	2019	Human	cluster_395	cluster_91	cluster_79	cluster_50	cluster_34	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10015798	2019	Human	cluster_386	cluster_67	cluster_56	cluster_30	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10015894	2019	Human	cluster_307	cluster_83	cluster_70	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10015936	2019	Human	cluster_242	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10016051	2019	Human	cluster_386	cluster_67	cluster_56	cluster_30	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10016065	2019	Human	cluster_386	cluster_67	cluster_56	cluster_30	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10016099	2019	Human	singleton_1880	cluster_73	cluster_62	cluster_35	cluster_18	cluster_8	cluster_7	cluster_5	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10016104	2019	Human	cluster_328	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10017401	2019	Human	cluster_213	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10017405	2019	Human	cluster_386	cluster_67	cluster_56	cluster_30	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10018509	2019	Human	cluster_300	cluster_83	cluster_70	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10018559	2019	Human	singleton_1592	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10023903	2019	Human	cluster_242	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10024224	2019	Human	cluster_386	cluster_67	cluster_56	cluster_30	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10024942	2019	Human	cluster_386	cluster_67	cluster_56	cluster_30	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10026444	2019	Human	cluster_328	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10027640	2019	Human	cluster_386	cluster_67	cluster_56	cluster_30	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10028740	2019	Human	singleton_574	cluster_67	cluster_56	cluster_30	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10028745	Unknown	Unspecified Animal	cluster_249	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10029299	2019	Chicken	singleton_288	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10029645	2019	Human	cluster_146	cluster_91	cluster_79	cluster_50	cluster_34	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10029679	2019	Human	cluster_386	cluster_67	cluster_56	cluster_30	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10029819	2019	Human	cluster_325	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10030026	2019	Human	cluster_300	cluster_83	cluster_70	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10030285	2019	Human	singleton_768	singleton_43	singleton_35	singleton_25	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10031339	2019	Human	cluster_396	cluster_83	cluster_70	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10031612	2019	Human	cluster_386	cluster_67	cluster_56	cluster_30	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10033994	2019	Human	cluster_386	cluster_67	cluster_56	cluster_30	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10034319	2019	Human	cluster_386	cluster_67	cluster_56	cluster_30	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10034870	2019	Human	cluster_328	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10035003	2019	Human	cluster_173	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10035402	2019	Human	cluster_247	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10035837	2019	Human	cluster_323	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10035891	2019	Human	cluster_328	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10035895	2019	Human	cluster_386	cluster_67	cluster_56	cluster_30	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10035896	2019	Human	cluster_300	cluster_83	cluster_70	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10036092	2019	Human	cluster_323	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10037186	2019	Human	cluster_390	cluster_91	cluster_79	cluster_50	cluster_34	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10037197	2019	Human	cluster_146	cluster_91	cluster_79	cluster_50	cluster_34	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10037198	2019	Human	cluster_356	cluster_67	cluster_56	cluster_30	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10037200	2019	Human	singleton_923	cluster_91	cluster_79	cluster_50	cluster_34	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10037280	2019	Human	cluster_328	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10037293	2019	Human	cluster_328	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10038025	2019	Chicken	cluster_207	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10038637	2019	Human	cluster_395	cluster_91	cluster_79	cluster_50	cluster_34	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10039262	2019	Chicken	cluster_339	cluster_64	cluster_55	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10039441	Unknown	Unspecified Animal	cluster_386	cluster_67	cluster_56	cluster_30	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10042390	Unknown	Unspecified Animal	cluster_308	cluster_83	cluster_70	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10043665	2019	Chicken	cluster_317	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10043666	2019	Chicken	cluster_249	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10044344	2019	Chicken	cluster_175	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10045199	2019	Chicken	cluster_328	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10049398	2019	Human	cluster_64	cluster_73	cluster_62	cluster_35	cluster_18	cluster_8	cluster_7	cluster_5	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10049405	2019	Human	cluster_64	cluster_73	cluster_62	cluster_35	cluster_18	cluster_8	cluster_7	cluster_5	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10049447	2019	Human	cluster_328	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10049707	2019	Human	cluster_300	cluster_83	cluster_70	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10050067	2019	Human	cluster_386	cluster_67	cluster_56	cluster_30	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10050160	2019	Human	cluster_342	cluster_83	cluster_70	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10051115	2019	Human	cluster_423	cluster_88	cluster_76	cluster_47	cluster_31	cluster_13	cluster_12	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10051118	2019	Human	cluster_423	cluster_88	cluster_76	cluster_47	cluster_31	cluster_13	cluster_12	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10059361	2019	Human	cluster_328	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10059559	2019	Human	cluster_395	cluster_91	cluster_79	cluster_50	cluster_34	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10059590	2019	Human	cluster_390	cluster_91	cluster_79	cluster_50	cluster_34	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10059799	2019	Human	singleton_1421	cluster_83	cluster_70	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10060620	2019	Chicken	cluster_239	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10060633	2019	Human	cluster_203	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10060916	2019	Human	singleton_1118	cluster_91	cluster_79	cluster_50	cluster_34	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10061002	2019	Chicken	cluster_295	cluster_83	cluster_70	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10061440	2019	Human	singleton_1022	cluster_91	cluster_79	cluster_50	cluster_34	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10062457	2019	Chicken	cluster_47	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10062594	2019	Chicken	cluster_198	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10063090	2019	Human	singleton_889	cluster_91	cluster_79	cluster_50	cluster_34	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10063667	2019	Human	cluster_323	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10063668	2019	Human	cluster_144	cluster_91	cluster_79	cluster_50	cluster_34	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10063674	2019	Human	cluster_328	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10066102	2019	Human	cluster_323	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10067639	2019	Human	cluster_263	cluster_36	cluster_26	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10067716	2019	Human	cluster_323	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10067805	2019	Human	cluster_339	cluster_64	cluster_55	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10068203	2019	Human	cluster_386	cluster_67	cluster_56	cluster_30	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10068237	2019	Human	cluster_395	cluster_91	cluster_79	cluster_50	cluster_34	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10068920	2019	Human	cluster_307	cluster_83	cluster_70	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10068975	2019	Human	cluster_307	cluster_83	cluster_70	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10069027	2019	Human	cluster_390	cluster_91	cluster_79	cluster_50	cluster_34	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10069032	2019	Human	cluster_146	cluster_91	cluster_79	cluster_50	cluster_34	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10070409	2019	Human	cluster_328	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10070449	2019	Human	cluster_339	cluster_64	cluster_55	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10072251	Unknown	Unspecified Animal	cluster_221	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10072521	2019	Human	singleton_1479	cluster_83	cluster_70	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10072545	2019	Human	cluster_386	cluster_67	cluster_56	cluster_30	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10075135	2019	Human	cluster_307	cluster_83	cluster_70	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10078149	2019	Human	cluster_328	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10078178	2019	Human	cluster_73	cluster_91	cluster_79	cluster_50	cluster_34	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10078283	2019	Human	cluster_342	cluster_83	cluster_70	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
SRR10078284	2019	Human	cluster_328	cluster_86	cluster_74	cluster_45	cluster_29	cluster_14	cluster_13	cluster_10	cluster_5	cluster_4	cluster_3	cluster_3	cluster_2
