ID	Year	Source	MST-14	MST-50	MST-68	MST-79	MST-95	MST-104	MST-139	MST-147
SRR10010949	2019	Human	singleton_892	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10010961	2019	Human	cluster_255	cluster_45	cluster_26	cluster_16	cluster_13	cluster_12	cluster_14	cluster_13
SRR10010962	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10010969	2019	Human	singleton_1983	cluster_44	cluster_24	cluster_17	cluster_14	cluster_13	cluster_15	cluster_14
SRR10011083	2019	Unspecified Animal	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10011501	2019	Human	singleton_1573	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10012197	2019	Human	singleton_235	cluster_17	cluster_14	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10012212	Unknown	Unspecified Animal	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10012379	Unknown	Unspecified Animal	singleton_172	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10012558	Unknown	Unspecified Animal	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10012591	Unknown	Unspecified Animal	cluster_233	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10013167	2019	Human	singleton_1033	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10013592	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10015880	Unknown	Unspecified Animal	cluster_4	cluster_45	cluster_26	cluster_16	cluster_13	cluster_12	cluster_14	cluster_13
SRR10018307	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10022454	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10024915	2019	Human	singleton_801	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10024932	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10026446	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10026535	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10026561	2019	Human	singleton_1223	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10026566	2019	Human	singleton_1345	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10028583	2019	Human	singleton_1636	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10029646	Unknown	Unspecified Animal	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10031143	2019	Human	cluster_203	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10031153	Unknown	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10031313	2019	Human	singleton_544	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10031631	2019	Human	cluster_4	cluster_45	cluster_26	cluster_16	cluster_13	cluster_12	cluster_14	cluster_13
SRR10035397	2019	Human	singleton_248	singleton_55	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10036101	2019	Human	cluster_224	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10036382	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10036403	2019	Human	cluster_255	cluster_45	cluster_26	cluster_16	cluster_13	cluster_12	cluster_14	cluster_13
SRR10036914	2019	Human	singleton_2035	cluster_47	cluster_27	cluster_17	cluster_14	cluster_13	cluster_15	cluster_14
SRR10037354	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10037854	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10037879	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10037904	2019	Human	singleton_875	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10038930	2019	Human	singleton_312	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10050058	2019	Human	cluster_205	cluster_34	cluster_19	cluster_18	cluster_15	cluster_14	cluster_17	cluster_16
SRR10059556	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10061039	Unknown	Unspecified Animal	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10061175	2019	Human	singleton_358	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10061441	2019	Human	singleton_1664	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10062474	2019	Turkey	singleton_1661	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10063211	2019	Human	cluster_224	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10063671	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10065884	2019	Human	cluster_79	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10066063	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10066068	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10066668	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10068971	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10068976	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10069011	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10072279	Unknown	Unspecified Animal	singleton_1044	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10072544	2019	Human	singleton_1408	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10078146	2019	Human	singleton_1147	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10081735	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10081737	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10081738	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10082227	2019	Chicken	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10082253	2019	Bovine	singleton_689	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10084383	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10084949	2019	Human	cluster_31	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10088437	2019	Human	cluster_134	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10088605	2019	Chicken	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10088658	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10088694	2019	Human	singleton_1077	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10088706	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10094649	2019	Human	singleton_938	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10095328	2019	Human	cluster_130	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10095828	2019	Human	cluster_187	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10096006	2019	Human	singleton_1066	cluster_34	cluster_19	cluster_18	cluster_15	cluster_14	cluster_17	cluster_16
SRR10096042	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10097584	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10097617	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10100288	2019	Human	singleton_896	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10106519	2019	Human	singleton_534	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10107515	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10109391	2019	Human	cluster_232	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10113064	2019	Human	singleton_578	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10113223	Unknown	Unspecified Animal	singleton_2013	cluster_44	cluster_24	cluster_17	cluster_14	cluster_13	cluster_15	cluster_14
SRR10115955	2019	Human	cluster_176	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10118793	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10123460	2019	Chicken	cluster_141	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10126465	2019	Human	singleton_1393	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10129118	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10131189	2019	Human	singleton_610	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10131208	2019	Human	cluster_193	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10133176	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10133181	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10133196	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10134382	2019	Human	cluster_158	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10135979	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10138198	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10138202	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10138321	2019	Human	singleton_761	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10138409	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10143402	2019	Human	cluster_187	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10147872	2019	Human	singleton_199	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10148496	2019	Human	singleton_1648	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10148655	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10152129	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10152135	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10152472	2019	Human	singleton_1302	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10152616	2019	Human	singleton_1417	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10153266	2019	Human	singleton_1638	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10154425	2019	Human	cluster_112	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10155200	2019	Human	singleton_2	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10156817	2019	Human	cluster_262	cluster_36	cluster_20	cluster_17	cluster_14	cluster_13	cluster_15	cluster_14
SRR10160725	2019	Human	cluster_176	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10163298	2019	Human	singleton_1089	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10164144	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10165147	2019	Human	singleton_774	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10166397	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10172235	2019	Human	singleton_1791	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10172238	2019	Human	cluster_203	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10174357	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10175715	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10177506	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10190805	2019	Human	singleton_1362	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10190960	2019	Human	cluster_142	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10194884	2019	Human	cluster_176	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10196331	2019	Human	cluster_203	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10203807	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10204676	2019	Human	singleton_1718	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10207117	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10207471	2019	Human	cluster_158	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10207472	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10209629	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10210073	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10210520	2019	Human	cluster_176	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10210551	2019	Human	cluster_5	cluster_45	cluster_26	cluster_16	cluster_13	cluster_12	cluster_14	cluster_13
SRR10215840	2019	Human	singleton_1787	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10220742	2019	Human	singleton_1548	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10222519	2019	Human	cluster_262	cluster_36	cluster_20	cluster_17	cluster_14	cluster_13	cluster_15	cluster_14
SRR10224606	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10226352	2019	Human	singleton_2066	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10226365	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10228035	2019	Human	singleton_1803	cluster_25	cluster_14	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10228602	2019	Human	singleton_1860	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10230190	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10230196	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10230584	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10231331	2019	Human	singleton_1134	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10231333	2019	Human	singleton_988	cluster_31	cluster_15	cluster_12	cluster_10	cluster_16	cluster_17	cluster_16
SRR10231964	2019	Human	cluster_141	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10231977	2019	Human	singleton_1429	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10233325	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10233327	2019	Human	singleton_377	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10236751	2019	Human	singleton_644	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10237760	2019	Human	singleton_304	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10239310	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10239449	2019	Human	cluster_144	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10239521	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10244461	2019	Human	cluster_174	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10244487	2019	Human	singleton_1888	cluster_45	cluster_26	cluster_16	cluster_13	cluster_12	cluster_14	cluster_13
SRR10244675	2019	Human	singleton_1088	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10244694	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10245376	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10247622	Unknown	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10250673	2019	Human	cluster_5	cluster_45	cluster_26	cluster_16	cluster_13	cluster_12	cluster_14	cluster_13
SRR10251617	2019	Human	cluster_193	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10254412	2019	Human	singleton_1564	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10254696	2019	Human	cluster_221	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10254827	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10254968	2019	Human	singleton_1539	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10267087	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10267566	2019	Human	singleton_1873	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10269934	2019	Human	singleton_545	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10269941	2019	Human	cluster_176	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10273583	2019	Human	singleton_1647	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10273584	2019	Human	singleton_1196	cluster_25	cluster_14	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10273590	2019	Human	cluster_1	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10276209	2019	Human	cluster_87	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10276212	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10276289	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10276292	2019	Human	singleton_625	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10276316	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10277897	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10277904	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10278947	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10292518	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10294222	2019	Human	singleton_2022	cluster_47	cluster_27	cluster_17	cluster_14	cluster_13	cluster_15	cluster_14
SRR10298112	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10302623	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10303617	2019	Human	singleton_796	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10309559	2019	Human	singleton_1929	cluster_45	cluster_26	cluster_16	cluster_13	cluster_12	cluster_14	cluster_13
SRR10309623	2019	Human	cluster_183	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10309630	2019	Human	singleton_461	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10309700	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10310213	2019	Human	singleton_1455	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10310364	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10311608	2019	Human	singleton_558	cluster_25	cluster_14	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10325296	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10325383	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10325413	2019	Human	cluster_95	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10325522	2019	Human	singleton_1538	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10325934	2019	Human	singleton_11	cluster_45	cluster_26	cluster_16	cluster_13	cluster_12	cluster_14	cluster_13
SRR10326342	2019	Human	cluster_100	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10333971	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10333987	2019	Human	cluster_172	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10335791	2019	Human	singleton_1599	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10336112	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10336152	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10337148	2019	Human	singleton_1003	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
SRR10337385	2019	Human	cluster_269	cluster_51	cluster_30	cluster_20	cluster_17	cluster_16	cluster_17	cluster_16
