ID	Year	Source	MST-14	MST-45	MST-58	MST-71	MST-88	MST-106	MST-122	MST-375	MST-405	MST-518	MST-562	MST-592	MST-623
SRR10689808	2019	Chicken	singleton_77	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR10691620	2019	Turkey	singleton_175	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR10696295	2019	Human	cluster_29	cluster_5	cluster_3	cluster_3	cluster_5	cluster_6	cluster_6	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2	cluster_2
SRR10696297	2019	Human	cluster_29	cluster_5	cluster_3	cluster_3	cluster_5	cluster_6	cluster_6	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2	cluster_2
SRR10717597	2019	Human	cluster_45	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR10718267	2019	Human	cluster_46	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR10744648	2019	Human	cluster_46	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR10763002	2019	Human	cluster_45	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR10764310	2019	Turkey	cluster_46	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR10768435	2019	Human	cluster_34	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR10775284	2019	Turkey	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR10804980	2019	Human	cluster_46	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR10820436	2019	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR10821214	2019	Turkey	singleton_182	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR10821231	2019	Turkey	singleton_183	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR10822385	2019	Human	cluster_12	cluster_4	cluster_7	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR10870902	Unknown	Unspecified Animal	cluster_46	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR10871975	2019	Human	cluster_16	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR10873279	2019	Turkey	cluster_46	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR10880510	Unknown	Human	cluster_46	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR10905425	2019	Turkey	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR10918590	2019	Turkey	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR10953159	2020	Human	cluster_16	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR10971429	2019	Human	singleton_30	cluster_2	cluster_2	cluster_2	cluster_4	cluster_5	cluster_5	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR10972539	2020	Turkey	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR10973884	2019	Human	singleton_65	singleton_22	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR10973889	2020	Human	singleton_63	singleton_21	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR10980066	2020	Turkey	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR10980096	2020	Human	singleton_163	cluster_10	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11005329	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11007809	2020	Human	cluster_43	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11011825	2020	Human	singleton_126	singleton_31	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11013643	2020	Human	singleton_190	cluster_4	cluster_7	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11015088	2020	Turkey	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11015299	2020	Chicken	cluster_26	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11015369	2020	Chicken	cluster_26	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11032619	2019	Human	singleton_151	cluster_10	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11032633	2019	Human	cluster_46	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11048523	2020	Chicken	cluster_26	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11058548	2020	Turkey	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11073171	2020	Human	singleton_92	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11074359	2019	Human	singleton_26	cluster_2	cluster_2	cluster_2	cluster_4	cluster_5	cluster_5	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11096730	2020	Human	cluster_46	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11098904	2020	Human	cluster_39	cluster_10	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11114735	2019	Human	cluster_46	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11119328	2020	Turkey	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11119338	2020	Turkey	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11165093	2020	Human	cluster_22	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11171944	2020	Human	singleton_12	singleton_6	singleton_6	singleton_6	singleton_6	singleton_5	singleton_4	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2
SRR11193978	2020	Human	cluster_8	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11214810	2020	Turkey	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11247914	2020	Turkey	singleton_185	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11248366	2020	Turkey	singleton_181	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11273417	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11291540	2020	Swine	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11310264	2020	Human	singleton_11	singleton_5	singleton_5	singleton_5	singleton_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2
SRR11311754	2020	Swine	cluster_26	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11314427	2020	Human	singleton_127	cluster_7	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11321828	2020	Human	singleton_188	singleton_32	cluster_7	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11348110	2020	Turkey	singleton_82	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11351501	2020	Human	singleton_53	singleton_20	singleton_19	singleton_17	singleton_11	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11394591	2019	Human	cluster_34	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11401961	2020	Human	singleton_42	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11434633	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11435268	2020	Chicken	cluster_26	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11451588	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11452587	2020	Chicken	cluster_27	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11472171	2020	Chicken	cluster_26	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11486364	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11486454	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11486772	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11491743	2020	Human	cluster_12	cluster_4	cluster_7	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11511031	2020	Chicken	cluster_26	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11534351	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11536475	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11544390	2020	Turkey	singleton_168	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11544618	2020	Human	singleton_21	singleton_13	singleton_12	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11544643	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11550298	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11550301	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11550307	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11550308	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11554264	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11554324	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11554988	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11574703	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11575323	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11575334	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11576211	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11580840	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11600360	2020	Chicken	singleton_143	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11600977	2020	Turkey	cluster_46	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11601192	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11604865	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11606879	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11606886	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11615050	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11615127	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11615128	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11615146	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11615152	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11615732	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11616192	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11616357	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11621489	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11625585	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11626768	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11635785	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11648102	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11648105	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11652893	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11653283	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11659724	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11662088	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11676496	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11676500	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11676551	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11676629	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11676634	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11676637	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11679716	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11680447	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11680472	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11680804	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11692205	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11712028	2020	Human	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
SRR11712030	Unknown	Unspecified Animal	cluster_48	cluster_11	cluster_6	cluster_4	cluster_6	cluster_7	cluster_7	cluster_4	cluster_4	cluster_3	cluster_2	cluster_2	cluster_2
