ID	Year	Source	MST-14	MST-59	MST-75	MST-84	MST-102	MST-115	MST-122	MST-137	MST-520	MST-3333
SRR10571591	2019	Human	cluster_16	cluster_11	cluster_11	cluster_10	cluster_10	cluster_10	cluster_10	cluster_10	cluster_9	cluster_1
SRR10574376	2019	Swine	cluster_150	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10574687	2019	Swine	cluster_51	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10574800	2019	Swine	singleton_498	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10574869	2019	Swine	singleton_562	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10578247	2019	Human	cluster_69	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10579166	Unknown	Unspecified Animal	singleton_504	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10582230	2019	Swine	singleton_597	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10582775	2019	Swine	cluster_103	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10595335	2019	Human	singleton_537	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10611990	2019	Swine	cluster_100	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10612013	2019	Swine	cluster_100	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10612171	2019	Swine	cluster_164	cluster_35	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10614291	2019	Swine	singleton_1085	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10615221	2019	Swine	singleton_728	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10615496	2019	Human	singleton_617	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10619395	2019	Human	cluster_158	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10669576	2019	Swine	singleton_838	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10669616	2019	Swine	cluster_133	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10673627	2019	Swine	singleton_866	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10673629	2019	Swine	singleton_503	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10691585	2019	Bovine	singleton_608	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10691687	2019	Swine	cluster_98	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10691694	2019	Swine	singleton_1112	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10708496	2019	Swine	singleton_817	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10725816	2019	Swine	singleton_924	singleton_44	singleton_28	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10740622	2019	Swine	singleton_890	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10746162	2019	Human	cluster_158	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10747358	2019	Human	singleton_939	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10763749	2019	Human	singleton_179	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10804927	2019	Swine	cluster_105	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10806297	2019	Human	singleton_119	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10815553	2019	Swine	singleton_349	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10815571	2019	Swine	cluster_34	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10815579	2019	Swine	singleton_671	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10815623	2019	Swine	cluster_63	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10821218	2019	Swine	singleton_794	cluster_25	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10821219	2019	Swine	singleton_481	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10873164	2019	Swine	singleton_447	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10879505	2019	Swine	singleton_87	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10879508	2019	Swine	cluster_101	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10901343	2019	Swine	singleton_440	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10918478	2019	Human	cluster_57	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10920709	2020	Swine	singleton_538	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10920718	2020	Swine	singleton_900	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10965863	2020	Bovine	cluster_150	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10965887	2020	Swine	singleton_137	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10971424	2019	Human	singleton_9	cluster_8	cluster_8	cluster_7	cluster_7	cluster_7	cluster_7	cluster_7	cluster_6	cluster_1
SRR10972453	2020	Swine	singleton_829	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10972463	2020	Swine	singleton_842	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10987431	2020	Swine	singleton_561	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10997025	2020	Swine	cluster_126	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR10997218	2019	Human	cluster_16	cluster_11	cluster_11	cluster_10	cluster_10	cluster_10	cluster_10	cluster_10	cluster_9	cluster_1
SRR10997536	2020	Bovine	cluster_126	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11003703	2020	Swine	singleton_758	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11003992	2020	Swine	singleton_325	cluster_18	cluster_15	cluster_14	cluster_12	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11008701	2020	Swine	cluster_97	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11008945	2020	Swine	singleton_434	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11015352	2020	Swine	singleton_192	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11015355	2020	Swine	singleton_587	cluster_23	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11015375	2020	Swine	singleton_816	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11027319	2020	Human	cluster_81	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11032651	2019	Human	singleton_1129	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11034969	2020	Swine	singleton_923	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11034977	2020	Swine	cluster_123	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11035093	2020	Swine	singleton_40	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11048514	2020	Swine	singleton_342	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11057121	2020	Swine	singleton_131	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11058545	2020	Swine	singleton_258	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11059529	2020	Swine	cluster_164	cluster_35	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11077525	2019	Human	singleton_882	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11080934	2020	Swine	singleton_941	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11085326	2020	Swine	singleton_136	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11085334	2020	Swine	singleton_227	cluster_35	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11096360	2020	Swine	cluster_94	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11102099	2020	Swine	cluster_123	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11119516	2020	Human	cluster_67	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11131044	2020	Human	singleton_337	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11176414	2020	Swine	singleton_1125	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11186722	2020	Swine	singleton_255	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11193979	2020	Human	cluster_101	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11201433	2020	Human	cluster_156	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11210250	2020	Swine	singleton_651	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11215032	2020	Human	singleton_44	singleton_6	cluster_6	cluster_5	cluster_5	cluster_5	cluster_5	cluster_5	cluster_4	cluster_2
SRR11237644	2020	Swine	singleton_918	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11245300	2020	Human	singleton_334	cluster_16	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11278024	2020	Swine	singleton_698	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11283958	2020	Swine	singleton_710	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11290233	2020	Human	singleton_845	cluster_24	cluster_18	cluster_16	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11290943	2020	Human	cluster_124	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11304621	2020	Human	cluster_62	cluster_26	cluster_19	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11317775	2020	Swine	singleton_485	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11340666	2019	Human	singleton_10	cluster_8	cluster_8	cluster_7	cluster_7	cluster_7	cluster_7	cluster_7	cluster_6	cluster_1
SRR11351510	2020	Human	cluster_158	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11351570	2020	Human	singleton_77	cluster_25	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11351580	2020	Human	singleton_553	cluster_21	cluster_19	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11357322	2020	Swine	singleton_163	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11394149	2020	Human	singleton_429	cluster_16	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11394680	2020	Swine	singleton_1059	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11396137	2020	Swine	singleton_669	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11405352	2020	Human	singleton_811	cluster_27	cluster_20	cluster_17	cluster_13	cluster_12	cluster_14	cluster_13	cluster_10	cluster_2
SRR11426829	2020	Swine	singleton_790	cluster_25	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11430495	2020	Swine	cluster_34	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11488791	2020	Swine	singleton_250	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11488897	2020	Swine	singleton_756	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11488963	2020	Swine	singleton_618	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11490538	2020	Human	cluster_156	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11521898	2020	Swine	singleton_582	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11544438	2020	Swine	singleton_982	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11544516	2020	Swine	singleton_646	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11584900	2020	Swine	singleton_658	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11615687	2020	Human	cluster_63	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11712050	2020	Human	cluster_81	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11714369	2020	Swine	singleton_675	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11748667	2020	Bovine	singleton_319	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11772898	2020	Swine	singleton_937	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11772900	2020	Swine	cluster_77	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11799636	2020	Swine	cluster_77	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11824637	2020	Human	singleton_314	cluster_37	cluster_27	cluster_21	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
SRR11833368	2020	Swine	singleton_730	cluster_29	cluster_22	cluster_19	cluster_17	cluster_16	cluster_14	cluster_13	cluster_10	cluster_2
