ID	Year	Source	MST-14	MST-55	MST-64	MST-75	MST-83	MST-97	MST-114	MST-129	MST-139	MST-3065
SRR10082254	2019	Chicken	singleton_348	cluster_55	cluster_50	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10082278	2019	Chicken	singleton_4734	cluster_74	cluster_63	cluster_41	cluster_35	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10082290	2019	Chicken	cluster_224	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10082298	2019	Chicken	singleton_3508	cluster_43	cluster_40	cluster_36	cluster_31	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10082375	2019	Chicken	singleton_5499	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10084379	2019	Human	singleton_6065	cluster_87	cluster_69	cluster_45	cluster_38	cluster_19	cluster_11	cluster_5	cluster_4	cluster_2
SRR10088601	2019	Chicken	singleton_5462	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10088604	2019	Chicken	singleton_4014	cluster_76	cluster_64	cluster_42	cluster_36	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10094669	2019	Chicken	singleton_5287	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10094681	2019	Chicken	singleton_2181	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10094682	2019	Chicken	cluster_419	cluster_76	cluster_64	cluster_42	cluster_36	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10095078	2019	Chicken	cluster_86	cluster_58	cluster_52	cluster_42	cluster_36	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10100192	2019	Human	cluster_444	cluster_87	cluster_69	cluster_45	cluster_38	cluster_19	cluster_11	cluster_5	cluster_4	cluster_2
SRR10100583	2019	Bovine	cluster_61	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10103758	2019	Chicken	cluster_317	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10108703	2019	Human	singleton_6088	cluster_87	cluster_69	cluster_45	cluster_38	cluster_19	cluster_11	cluster_5	cluster_4	cluster_2
SRR10113215	2019	Chicken	cluster_217	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10113218	2019	Chicken	cluster_109	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10113613	2019	Chicken	singleton_2373	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10119411	2019	Chicken	singleton_297	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10123451	2019	Chicken	cluster_217	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10123465	2019	Chicken	singleton_378	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10123471	2019	Chicken	cluster_419	cluster_76	cluster_64	cluster_42	cluster_36	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10123500	2019	Chicken	cluster_420	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10123514	2019	Chicken	singleton_5349	cluster_76	cluster_64	cluster_42	cluster_36	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10123515	2019	Chicken	cluster_261	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10123518	2019	Chicken	cluster_248	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10123520	2019	Chicken	singleton_1868	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10126626	2019	Bovine	singleton_2737	cluster_52	cluster_47	cluster_34	cluster_29	cluster_17	cluster_9	cluster_3	cluster_3	cluster_1
SRR10126627	2019	Chicken	singleton_3516	cluster_43	cluster_40	cluster_36	cluster_31	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10129542	2019	Chicken	singleton_5557	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10130078	2019	Human	singleton_18	singleton_6	singleton_5	cluster_2	cluster_1	cluster_19	cluster_11	cluster_5	cluster_4	cluster_2
SRR10130095	2019	Chicken	cluster_250	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10130845	2019	Chicken	singleton_1135	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10153192	2019	Human	singleton_6226	cluster_87	cluster_69	cluster_45	cluster_38	cluster_19	cluster_11	cluster_5	cluster_4	cluster_2
SRR10153652	2019	Chicken	singleton_2422	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10153692	2019	Chicken	cluster_256	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10153944	2019	Chicken	singleton_2595	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10154183	2019	Chicken	singleton_1822	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10154185	2019	Chicken	cluster_394	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10155175	2019	Chicken	singleton_1670	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10156080	2019	Bovine	singleton_2948	singleton_89	singleton_52	cluster_34	cluster_29	cluster_17	cluster_9	cluster_3	cluster_3	cluster_1
SRR10156137	2019	Chicken	singleton_1243	cluster_43	cluster_40	cluster_36	cluster_31	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10156142	2019	Chicken	singleton_2651	cluster_49	cluster_44	cluster_31	cluster_27	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10156172	2019	Chicken	singleton_2017	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10162499	2019	Chicken	cluster_250	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10162502	2019	Chicken	cluster_248	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10162505	2019	Chicken	singleton_2120	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10162506	2019	Chicken	cluster_419	cluster_76	cluster_64	cluster_42	cluster_36	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10162565	2019	Chicken	singleton_972	cluster_76	cluster_64	cluster_42	cluster_36	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10162570	2019	Chicken	singleton_2263	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10162579	2019	Chicken	singleton_1785	cluster_39	cluster_36	cluster_36	cluster_31	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10162580	2019	Chicken	cluster_396	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10162617	2019	Human	cluster_422	cluster_74	cluster_63	cluster_41	cluster_35	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10162647	2019	Chicken	cluster_197	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10162655	2019	Chicken	singleton_4140	cluster_71	cluster_61	cluster_42	cluster_36	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10163903	2019	Chicken	cluster_256	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10164133	2019	Chicken	cluster_396	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10164137	2019	Chicken	cluster_240	cluster_39	cluster_36	cluster_36	cluster_31	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10164573	2019	Chicken	cluster_407	cluster_76	cluster_64	cluster_42	cluster_36	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10164713	2019	Chicken	cluster_407	cluster_76	cluster_64	cluster_42	cluster_36	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10165191	2019	Chicken	singleton_5675	cluster_77	cluster_64	cluster_42	cluster_36	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10165192	2019	Chicken	cluster_411	cluster_76	cluster_64	cluster_42	cluster_36	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10166180	2019	Chicken	singleton_2318	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10166237	2019	Chicken	cluster_394	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10166435	2019	Chicken	singleton_2259	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10166467	2019	Chicken	cluster_411	cluster_76	cluster_64	cluster_42	cluster_36	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10172226	2019	Human	singleton_122	cluster_6	cluster_5	cluster_8	cluster_7	cluster_4	cluster_2	cluster_2	cluster_2	cluster_1
SRR10172989	2019	Human	singleton_6061	cluster_87	cluster_69	cluster_45	cluster_38	cluster_19	cluster_11	cluster_5	cluster_4	cluster_2
SRR10173314	2019	Human	singleton_134	cluster_6	cluster_5	cluster_8	cluster_7	cluster_4	cluster_2	cluster_2	cluster_2	cluster_1
SRR10186796	2019	Chicken	singleton_5615	cluster_76	cluster_64	cluster_42	cluster_36	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10186930	2019	Bovine	singleton_59	cluster_85	cluster_67	cluster_44	cluster_37	cluster_19	cluster_11	cluster_5	cluster_4	cluster_2
SRR10186950	2019	Chicken	singleton_830	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10187027	2019	Chicken	singleton_5116	cluster_76	cluster_64	cluster_42	cluster_36	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10187043	2019	Bovine	cluster_1	cluster_85	cluster_67	cluster_44	cluster_37	cluster_19	cluster_11	cluster_5	cluster_4	cluster_2
SRR10192539	2019	Chicken	cluster_419	cluster_76	cluster_64	cluster_42	cluster_36	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10192540	2019	Chicken	singleton_5451	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10192952	2019	Chicken	cluster_211	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10192955	2019	Chicken	singleton_4366	cluster_76	cluster_64	cluster_42	cluster_36	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10192958	2019	Chicken	singleton_3108	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10192959	2019	Chicken	cluster_419	cluster_76	cluster_64	cluster_42	cluster_36	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10192962	2019	Chicken	singleton_2669	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10197211	2019	Chicken	cluster_52	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10198971	2019	Chicken	singleton_405	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10198979	2019	Chicken	singleton_2490	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10203136	2019	Human	singleton_6044	cluster_87	cluster_69	cluster_45	cluster_38	cluster_19	cluster_11	cluster_5	cluster_4	cluster_2
SRR10205785	2019	Human	cluster_443	cluster_87	cluster_69	cluster_45	cluster_38	cluster_19	cluster_11	cluster_5	cluster_4	cluster_2
SRR10205836	2019	Human	cluster_462	cluster_82	cluster_65	cluster_43	cluster_37	cluster_19	cluster_11	cluster_5	cluster_4	cluster_2
SRR10211379	2019	Human	singleton_1277	cluster_38	cluster_34	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10212953	2019	Chicken	singleton_528	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10212976	2019	Chicken	singleton_3624	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10212977	2019	Chicken	singleton_4264	cluster_76	cluster_64	cluster_42	cluster_36	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10212981	2019	Chicken	cluster_224	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10215870	2019	Human	singleton_7	cluster_87	cluster_69	cluster_45	cluster_38	cluster_19	cluster_11	cluster_5	cluster_4	cluster_2
SRR10218581	2019	Chicken	cluster_394	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10222430	2019	Chicken	singleton_1360	cluster_55	cluster_50	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10222579	2019	Chicken	cluster_396	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10222590	2019	Chicken	cluster_399	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10222593	2019	Chicken	cluster_419	cluster_76	cluster_64	cluster_42	cluster_36	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10222596	2019	Chicken	singleton_2706	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10222598	2019	Bovine	singleton_6189	cluster_83	cluster_68	cluster_44	cluster_37	cluster_19	cluster_11	cluster_5	cluster_4	cluster_2
SRR10222600	2019	Chicken	cluster_394	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10222643	2019	Chicken	cluster_396	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10229989	2019	Chicken	singleton_2721	cluster_50	cluster_45	cluster_32	cluster_28	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10230014	2019	Chicken	cluster_419	cluster_76	cluster_64	cluster_42	cluster_36	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10230034	2019	Chicken	cluster_334	cluster_76	cluster_64	cluster_42	cluster_36	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10237519	2019	Chicken	singleton_4432	cluster_58	cluster_52	cluster_42	cluster_36	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10237520	2019	Chicken	cluster_422	cluster_74	cluster_63	cluster_41	cluster_35	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10237637	2019	Chicken	cluster_257	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10239230	2019	Chicken	cluster_420	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10245653	2019	Chicken	singleton_3511	cluster_43	cluster_40	cluster_36	cluster_31	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10246255	2019	Chicken	cluster_399	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10250571	2019	Chicken	singleton_5579	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10250572	2019	Chicken	cluster_254	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10251218	Unknown	Unspecified Animal	cluster_444	cluster_87	cluster_69	cluster_45	cluster_38	cluster_19	cluster_11	cluster_5	cluster_4	cluster_2
SRR10258426	2019	Chicken	cluster_304	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10258427	2019	Chicken	cluster_257	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10258435	2019	Chicken	cluster_420	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10259215	2019	Chicken	cluster_250	cluster_72	cluster_62	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
SRR10259217	2019	Chicken	cluster_76	cluster_14	cluster_10	cluster_40	cluster_34	cluster_18	cluster_10	cluster_4	cluster_3	cluster_1
