ID	Year	Source	MST-14	MST-49	MST-65	MST-83	MST-96	MST-110	MST-129	MST-145	MST-154	MST-167	MST-224	MST-426	MST-490	MST-656
SRR10771160	2019	Human	cluster_64	cluster_47	cluster_50	cluster_45	cluster_38	cluster_34	cluster_37	cluster_42	cluster_38	cluster_31	cluster_9	cluster_4	cluster_3	cluster_2
SRR10815554	2019	Swine	singleton_740	cluster_76	cluster_78	cluster_70	cluster_68	cluster_67	cluster_67	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR10822763	2019	Human	singleton_542	singleton_370	singleton_339	singleton_311	singleton_294	cluster_66	cluster_65	cluster_69	cluster_62	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR10842923	2019	Swine	cluster_43	cluster_23	cluster_25	cluster_20	cluster_13	cluster_45	cluster_50	cluster_57	cluster_52	cluster_55	cluster_9	cluster_4	cluster_3	cluster_2
SRR10843552	2019	Human	singleton_472	singleton_300	singleton_269	singleton_241	singleton_226	singleton_212	singleton_181	singleton_147	singleton_132	singleton_88	cluster_9	cluster_4	cluster_3	cluster_2
SRR10843659	2019	Human	singleton_130	singleton_50	singleton_43	singleton_29	singleton_27	singleton_25	singleton_19	singleton_15	singleton_11	singleton_9	cluster_9	cluster_4	cluster_3	cluster_2
SRR10871218	2019	Human	singleton_485	singleton_313	singleton_282	singleton_254	singleton_238	singleton_224	singleton_191	cluster_74	cluster_67	cluster_54	cluster_9	cluster_4	cluster_3	cluster_2
SRR10874063	Unknown	Human	cluster_65	cluster_48	cluster_51	cluster_46	cluster_39	cluster_35	cluster_38	cluster_43	cluster_39	cluster_32	cluster_9	cluster_4	cluster_3	cluster_2
SRR10874101	2019	Human	singleton_493	singleton_321	singleton_290	singleton_262	singleton_246	singleton_232	cluster_66	cluster_74	cluster_67	cluster_54	cluster_9	cluster_4	cluster_3	cluster_2
SRR10874102	2019	Human	singleton_327	singleton_162	singleton_133	singleton_109	singleton_98	cluster_16	cluster_14	cluster_13	cluster_9	cluster_10	cluster_9	cluster_4	cluster_3	cluster_2
SRR10876648	Unknown	Human	cluster_65	cluster_48	cluster_51	cluster_46	cluster_39	cluster_35	cluster_38	cluster_43	cluster_39	cluster_32	cluster_9	cluster_4	cluster_3	cluster_2
SRR10901326	2019	Human	singleton_628	singleton_432	singleton_396	singleton_363	singleton_341	cluster_56	cluster_58	cluster_62	cluster_56	cluster_44	cluster_2	cluster_1	cluster_2	cluster_1
SRR10904015	2019	Human	singleton_631	singleton_435	singleton_399	singleton_366	singleton_344	cluster_55	cluster_58	cluster_62	cluster_56	cluster_44	cluster_2	cluster_1	cluster_2	cluster_1
SRR10970602	2020	Human	cluster_80	cluster_61	cluster_61	cluster_55	cluster_49	cluster_50	cluster_54	cluster_60	cluster_55	cluster_43	cluster_2	cluster_1	cluster_2	cluster_1
SRR10981217	2020	Human	cluster_88	cluster_68	cluster_69	cluster_61	cluster_58	cluster_59	cluster_68	cluster_71	cluster_64	cluster_51	cluster_7	cluster_3	cluster_2	cluster_1
SRR10981297	2020	Human	cluster_80	cluster_61	cluster_61	cluster_55	cluster_49	cluster_50	cluster_54	cluster_60	cluster_55	cluster_43	cluster_2	cluster_1	cluster_2	cluster_1
SRR10997529	2019	Human	singleton_483	singleton_311	singleton_280	singleton_252	singleton_237	singleton_223	singleton_190	singleton_156	singleton_141	singleton_95	cluster_9	cluster_4	cluster_3	cluster_2
SRR11028641	2019	Human	singleton_468	singleton_296	singleton_265	singleton_237	singleton_222	singleton_208	singleton_177	cluster_50	cluster_45	cluster_37	cluster_9	cluster_4	cluster_3	cluster_2
SRR11028643	2019	Human	singleton_475	singleton_303	singleton_272	singleton_244	singleton_229	singleton_215	singleton_184	singleton_150	singleton_135	singleton_89	cluster_9	cluster_4	cluster_3	cluster_2
SRR11032625	2019	Human	singleton_651	singleton_455	singleton_418	singleton_385	singleton_361	singleton_330	singleton_259	cluster_62	cluster_56	cluster_44	cluster_2	cluster_1	cluster_2	cluster_1
SRR11041619	2019	Human	singleton_473	singleton_301	singleton_270	singleton_242	singleton_227	singleton_213	singleton_182	singleton_148	singleton_133	cluster_29	cluster_9	cluster_4	cluster_3	cluster_2
SRR11048515	2020	Swine	cluster_37	cluster_56	cluster_58	cluster_52	cluster_46	cluster_46	cluster_51	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR11051014	2020	Human	singleton_594	singleton_407	singleton_374	singleton_345	singleton_327	singleton_305	singleton_251	singleton_200	singleton_182	singleton_129	cluster_5	cluster_2	cluster_1	cluster_1
SRR11051801	2020	Human	singleton_605	cluster_62	cluster_62	cluster_57	cluster_51	cluster_55	cluster_58	cluster_62	cluster_56	cluster_44	cluster_2	cluster_1	cluster_2	cluster_1
SRR11069710	2020	Human	cluster_77	cluster_71	cluster_73	cluster_65	cluster_62	cluster_63	cluster_62	cluster_66	cluster_59	cluster_46	cluster_5	cluster_2	cluster_1	cluster_1
SRR11102086	2020	Swine	singleton_177	cluster_56	cluster_58	cluster_52	cluster_46	cluster_46	cluster_51	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR11113502	2020	Human	cluster_93	cluster_71	cluster_73	cluster_65	cluster_62	cluster_63	cluster_62	cluster_66	cluster_59	cluster_46	cluster_5	cluster_2	cluster_1	cluster_1
SRR11122648	2019	Human	singleton_406	singleton_238	singleton_207	singleton_181	cluster_28	cluster_24	cluster_26	cluster_30	cluster_26	cluster_19	cluster_9	cluster_4	cluster_3	cluster_2
SRR11165072	2020	Human	singleton_402	singleton_234	singleton_204	singleton_178	singleton_166	singleton_154	singleton_130	singleton_102	singleton_91	singleton_66	cluster_9	cluster_4	cluster_3	cluster_2
SRR11165078	2020	Human	singleton_421	singleton_251	singleton_220	singleton_192	singleton_177	singleton_163	singleton_138	singleton_108	singleton_97	cluster_20	cluster_9	cluster_4	cluster_3	cluster_2
SRR11178142	2020	Human	singleton_615	singleton_420	singleton_384	cluster_57	cluster_51	cluster_55	cluster_58	cluster_62	cluster_56	cluster_44	cluster_2	cluster_1	cluster_2	cluster_1
SRR11178184	2020	Human	singleton_242	singleton_88	singleton_64	cluster_11	cluster_6	cluster_4	cluster_2	cluster_6	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR11207779	Unknown	Human	cluster_35	cluster_56	cluster_58	cluster_52	cluster_46	cluster_46	cluster_51	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR11214357	2020	Bovine	cluster_109	cluster_80	cluster_82	cluster_74	cluster_72	cluster_71	cluster_69	cluster_72	cluster_65	cluster_52	cluster_8	cluster_3	cluster_2	cluster_1
SRR11214483	2020	Human	singleton_564	singleton_390	singleton_359	singleton_331	singleton_314	singleton_293	singleton_242	cluster_56	cluster_51	cluster_52	cluster_8	cluster_3	cluster_2	cluster_1
SRR11214484	2020	Human	singleton_789	singleton_532	singleton_491	singleton_452	singleton_422	singleton_382	cluster_75	cluster_78	cluster_71	cluster_58	cluster_9	cluster_4	cluster_3	cluster_2
SRR11232263	2020	Bovine	cluster_43	cluster_23	cluster_25	cluster_20	cluster_13	cluster_45	cluster_50	cluster_57	cluster_52	cluster_55	cluster_9	cluster_4	cluster_3	cluster_2
SRR11232265	2020	Bovine	cluster_43	cluster_23	cluster_25	cluster_20	cluster_13	cluster_45	cluster_50	cluster_57	cluster_52	cluster_55	cluster_9	cluster_4	cluster_3	cluster_2
SRR11232273	2020	Bovine	cluster_43	cluster_23	cluster_25	cluster_20	cluster_13	cluster_45	cluster_50	cluster_57	cluster_52	cluster_55	cluster_9	cluster_4	cluster_3	cluster_2
SRR11232274	2020	Bovine	cluster_43	cluster_23	cluster_25	cluster_20	cluster_13	cluster_45	cluster_50	cluster_57	cluster_52	cluster_55	cluster_9	cluster_4	cluster_3	cluster_2
SRR11232276	2020	Bovine	cluster_43	cluster_23	cluster_25	cluster_20	cluster_13	cluster_45	cluster_50	cluster_57	cluster_52	cluster_55	cluster_9	cluster_4	cluster_3	cluster_2
SRR11232279	2020	Bovine	cluster_43	cluster_23	cluster_25	cluster_20	cluster_13	cluster_45	cluster_50	cluster_57	cluster_52	cluster_55	cluster_9	cluster_4	cluster_3	cluster_2
SRR11232280	2020	Bovine	cluster_43	cluster_23	cluster_25	cluster_20	cluster_13	cluster_45	cluster_50	cluster_57	cluster_52	cluster_55	cluster_9	cluster_4	cluster_3	cluster_2
SRR11232335	2020	Bovine	cluster_43	cluster_23	cluster_25	cluster_20	cluster_13	cluster_45	cluster_50	cluster_57	cluster_52	cluster_55	cluster_9	cluster_4	cluster_3	cluster_2
SRR11237914	2020	Human	singleton_509	singleton_337	singleton_306	singleton_278	singleton_262	singleton_248	cluster_42	cluster_47	cluster_42	cluster_54	cluster_9	cluster_4	cluster_3	cluster_2
SRR11252528	2020	Bovine	singleton_168	cluster_15	cluster_14	cluster_52	cluster_46	cluster_46	cluster_51	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR11284303	Unknown	Human	singleton_443	singleton_273	singleton_242	singleton_214	singleton_199	singleton_185	singleton_156	singleton_125	singleton_112	singleton_77	cluster_9	cluster_4	cluster_3	cluster_2
SRR11298595	2020	Human	cluster_46	cluster_53	cluster_82	cluster_74	cluster_72	cluster_71	cluster_69	cluster_72	cluster_65	cluster_52	cluster_8	cluster_3	cluster_2	cluster_1
SRR11305026	2020	Human	cluster_19	cluster_4	cluster_4	cluster_2	cluster_2	cluster_2	cluster_1	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR11313785	2019	Human	singleton_766	cluster_79	cluster_81	cluster_73	cluster_71	cluster_70	cluster_68	cluster_71	cluster_64	cluster_51	cluster_7	cluster_3	cluster_2	cluster_1
SRR11361890	2020	Human	cluster_46	cluster_53	cluster_82	cluster_74	cluster_72	cluster_71	cluster_69	cluster_72	cluster_65	cluster_52	cluster_8	cluster_3	cluster_2	cluster_1
SRR11445200	2020	Human	singleton_171	cluster_55	cluster_57	cluster_52	cluster_46	cluster_46	cluster_51	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR11448874	2015	Human	cluster_39	cluster_20	cluster_21	cluster_18	cluster_12	cluster_7	cluster_7	cluster_5	cluster_5	cluster_5	cluster_9	cluster_4	cluster_3	cluster_2
SRR11448882	2015	Human	cluster_39	cluster_20	cluster_21	cluster_18	cluster_12	cluster_7	cluster_7	cluster_5	cluster_5	cluster_5	cluster_9	cluster_4	cluster_3	cluster_2
SRR11463546	2020	Human	singleton_90	singleton_18	singleton_12	cluster_67	cluster_65	cluster_67	cluster_67	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR11491053	Unknown	Unspecified Animal	cluster_19	cluster_4	cluster_4	cluster_2	cluster_2	cluster_2	cluster_1	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR11497200	2020	Human	singleton_741	cluster_76	cluster_78	cluster_70	cluster_68	cluster_67	cluster_67	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR11497879	2020	Human	singleton_565	singleton_391	singleton_360	singleton_332	singleton_315	singleton_294	singleton_243	cluster_56	cluster_51	cluster_52	cluster_8	cluster_3	cluster_2	cluster_1
SRR11514727	2020	Human	cluster_61	cluster_43	cluster_46	cluster_41	cluster_34	cluster_30	cluster_32	cluster_36	cluster_31	cluster_26	cluster_9	cluster_4	cluster_3	cluster_2
SRR11514875	2020	Human	singleton_444	singleton_274	singleton_243	singleton_215	singleton_200	singleton_186	singleton_157	singleton_126	singleton_113	singleton_78	cluster_9	cluster_4	cluster_3	cluster_2
SRR11544514	2020	Swine	singleton_33	cluster_4	cluster_4	cluster_2	cluster_2	cluster_2	cluster_1	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR11575821	2020	Human	cluster_6	cluster_2	cluster_2	cluster_1	cluster_1	cluster_1	cluster_67	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR11575825	2020	Human	cluster_93	cluster_71	cluster_73	cluster_65	cluster_62	cluster_63	cluster_62	cluster_66	cluster_59	cluster_46	cluster_5	cluster_2	cluster_1	cluster_1
SRR11626769	2020	Human	cluster_6	cluster_2	cluster_2	cluster_1	cluster_1	cluster_1	cluster_67	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR11680802	2020	Human	singleton_613	singleton_418	singleton_382	singleton_351	singleton_332	singleton_309	singleton_253	singleton_202	singleton_184	singleton_131	cluster_2	cluster_1	cluster_2	cluster_1
SRR11713154	2020	Human	cluster_19	cluster_4	cluster_4	cluster_2	cluster_2	cluster_2	cluster_1	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR11799631	2020	Bovine	cluster_19	cluster_4	cluster_4	cluster_2	cluster_2	cluster_2	cluster_1	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR11802390	2020	Swine	cluster_33	cluster_56	cluster_58	cluster_52	cluster_46	cluster_46	cluster_51	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR11833004	2020	Swine	cluster_33	cluster_56	cluster_58	cluster_52	cluster_46	cluster_46	cluster_51	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR11833399	2020	Swine	cluster_33	cluster_56	cluster_58	cluster_52	cluster_46	cluster_46	cluster_51	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR11850484	2020	Human	singleton_426	singleton_256	singleton_225	singleton_197	singleton_182	singleton_168	singleton_142	singleton_112	singleton_100	cluster_21	cluster_9	cluster_4	cluster_3	cluster_2
SRR11858544	2020	Human	singleton_724	singleton_495	singleton_454	singleton_416	cluster_64	cluster_65	cluster_64	cluster_68	cluster_61	cluster_48	cluster_6	cluster_2	cluster_1	cluster_1
SRR11858571	2020	Human	singleton_533	singleton_361	singleton_330	singleton_302	singleton_285	cluster_40	cluster_44	cluster_49	cluster_44	cluster_36	cluster_9	cluster_4	cluster_3	cluster_2
SRR11858598	2020	Human	singleton_479	singleton_307	singleton_276	singleton_248	singleton_233	singleton_219	cluster_45	cluster_50	cluster_45	cluster_37	cluster_9	cluster_4	cluster_3	cluster_2
SRR11858695	2020	Human	singleton_678	singleton_476	singleton_439	singleton_406	singleton_380	singleton_348	singleton_268	singleton_208	singleton_188	cluster_45	cluster_4	cluster_3	cluster_2	cluster_1
SRR11858723	2019	Human	singleton_228	singleton_76	cluster_25	cluster_20	cluster_13	cluster_45	cluster_50	cluster_57	cluster_52	cluster_55	cluster_9	cluster_4	cluster_3	cluster_2
SRR11928484	2020	Bovine	cluster_43	cluster_23	cluster_25	cluster_20	cluster_13	cluster_45	cluster_50	cluster_57	cluster_52	cluster_55	cluster_9	cluster_4	cluster_3	cluster_2
SRR11955236	2020	Human	singleton_648	singleton_452	singleton_415	singleton_382	singleton_358	singleton_327	cluster_58	cluster_62	cluster_56	cluster_44	cluster_2	cluster_1	cluster_2	cluster_1
SRR11973526	2020	Human	singleton_781	singleton_524	singleton_483	singleton_444	singleton_414	singleton_374	singleton_285	singleton_223	singleton_200	singleton_140	cluster_9	cluster_4	cluster_3	cluster_2
SRR11973780	2020	Human	singleton_749	singleton_512	singleton_471	singleton_432	singleton_402	singleton_365	singleton_279	singleton_217	singleton_195	cluster_50	cluster_9	cluster_4	cluster_3	cluster_2
SRR12026445	2020	Human	singleton_497	singleton_325	singleton_294	singleton_266	singleton_250	singleton_236	singleton_198	singleton_160	singleton_143	singleton_96	cluster_9	cluster_4	cluster_3	cluster_2
